Date,Open,High,Low,Close,Adj Close,Volume
1982-08-23,11.298077,11.458333,11.117788,11.398237,3.846456,4049760
1982-08-24,11.318109,11.458333,11.157853,11.318109,3.819415,4687488
1982-08-25,11.458333,11.578526,11.338141,11.418269,3.853213,3785184
1982-08-26,11.738782,11.858974,11.598558,11.698718,3.947857,6772272
1982-08-27,11.578526,11.678686,11.478365,11.618590,3.920817,2049840
1982-08-30,11.618590,11.778846,11.438301,11.778846,3.974896,2653248
1982-08-31,11.919071,12.159455,11.658654,12.059295,4.069534,4216368
1982-09-01,11.979167,12.099359,11.838942,11.879006,4.008698,4481568
1982-09-02,12.039263,12.239583,11.838942,12.199519,4.116859,3430128
1982-09-03,12.520032,12.720353,12.299679,12.520032,4.225015,3523728
1982-09-07,12.339744,12.419872,12.259615,12.319712,4.157417,2811120
1982-09-08,12.279647,12.439904,12.099359,12.139423,4.096576,2925312
1982-09-09,12.059295,12.139423,11.959135,11.979167,4.042497,2211456
1982-09-10,11.879006,11.959135,11.778846,11.939103,4.028974,2212080
1982-09-13,12.059295,12.259615,11.858974,12.219551,4.123614,1668576
1982-09-14,12.299679,12.379808,12.199519,12.279647,4.143898,2148432
1982-09-15,12.279647,12.339744,12.199519,12.259615,4.137136,1777776
1982-09-16,12.279647,12.379808,12.179487,12.199519,4.116859,2176512
1982-09-17,12.179487,12.219551,12.119391,12.139423,4.096576,1005888
1982-09-20,12.099359,12.179487,12.019231,12.099359,4.083056,1905696
1982-09-21,12.259615,12.379808,12.139423,12.379808,4.177699,1552512
1982-09-22,12.520032,12.660256,12.379808,12.379808,4.177699,4295616
1982-09-23,12.279647,12.439904,12.119391,12.339744,4.164176,1876368
1982-09-24,12.179487,12.259615,12.099359,12.159455,4.103336,1564992
1982-09-27,12.259615,12.379808,12.139423,12.359776,4.170935,1137552
1982-09-28,12.239583,12.279647,12.179487,12.179487,4.155899,1529424
1982-09-29,12.079327,12.179487,11.979167,12.039263,4.108050,1986816
1982-09-30,11.999199,12.059295,11.919071,11.979167,4.087546,2306928
1982-10-01,12.179487,12.379808,11.959135,12.299679,4.196912,2244528
1982-10-04,12.139423,12.199519,12.059295,12.179487,4.155899,1988688
1982-10-05,12.279647,12.319712,12.219551,12.239583,4.176406,2223936
1982-10-06,12.660256,13.000801,12.319712,12.900641,4.401973,3905616
1982-10-07,12.980769,13.060897,12.900641,13.020833,4.442981,4021056
1982-10-08,13.100962,13.261218,12.920673,13.181090,4.497667,2907216
1982-10-11,13.301282,13.541667,13.060897,13.301282,4.538679,3002064
1982-10-12,13.161058,13.561699,13.080929,13.241186,4.518175,2908464
1982-10-13,13.281250,13.501603,13.080929,13.341346,4.552348,3016416
1982-10-14,13.120994,13.321314,12.920673,13.000801,4.436150,1748448
1982-10-15,12.900641,13.060897,12.740385,12.780449,4.360960,1997424
1982-10-18,13.321314,13.601763,13.040865,13.601763,4.641210,2021760
1982-10-19,13.481571,13.581731,13.361378,13.441506,4.586527,1836432
1982-10-20,13.541667,13.701923,13.361378,13.641827,4.654881,3765840
1982-10-21,13.581731,13.741987,13.401442,13.641827,4.654881,2892864
1982-10-22,13.721955,13.882212,13.541667,13.661859,4.661715,1929408
1982-10-25,13.461538,13.581731,13.341346,13.361378,4.559185,1721616
1982-10-26,13.341346,13.561699,13.100962,13.481571,4.600196,2105376
1982-10-27,13.601763,13.721955,13.461538,13.581731,4.634372,2281344
1982-10-28,13.621795,13.721955,13.501603,13.501603,4.607035,1392144
1982-10-29,13.681891,13.902244,13.441506,13.762019,4.695893,2339376
1982-11-01,13.882212,14.102564,13.641827,14.082532,4.805257,1889472
1982-11-02,14.222756,14.362981,14.062500,14.242788,4.859943,1438944
1982-11-03,14.623397,14.963942,14.282853,14.963942,5.106015,2583360
1982-11-04,14.803686,15.104167,14.503205,14.583333,4.976142,3685344
1982-11-05,14.643429,14.803686,14.483173,14.723558,5.023987,1596192
1982-11-08,14.523237,14.683494,14.362981,14.383013,4.907786,1782768
1982-11-09,14.563301,14.683494,14.423077,14.643429,4.996647,1956864
1982-11-10,14.623397,14.863782,14.362981,14.423077,4.921459,2032992
1982-11-11,14.403045,14.583333,14.222756,14.583333,4.976142,3012672
1982-11-12,14.563301,14.703526,14.423077,14.523237,4.955635,1623648
1982-11-15,14.282853,14.383013,14.162660,14.162660,4.832600,2182128
1982-11-16,14.042468,14.242788,13.822115,14.062500,4.798425,2408016
1982-11-17,14.262821,14.383013,14.142628,14.262821,4.866776,1823328
1982-11-18,14.383013,14.523237,14.222756,14.523237,4.955635,1728480
1982-11-19,14.563301,14.683494,14.423077,14.503205,4.948802,2368704
1982-11-22,14.302885,14.543269,14.042468,14.042468,4.791588,1814592
1982-11-23,14.082532,14.162660,13.982372,14.082532,4.805257,1612416
1982-11-24,14.182692,14.242788,14.102564,14.182692,4.839433,1716000
1982-11-26,14.222756,14.262821,14.182692,14.182692,4.839433,874224
1982-11-29,14.242788,14.302885,14.162660,14.242788,4.859943,1551888
1982-11-30,14.483173,14.823718,14.142628,14.823718,5.107008,3503760
1982-12-01,14.783654,14.943910,14.623397,14.703526,5.065605,3334032
1982-12-02,14.783654,14.863782,14.683494,14.683494,5.058704,2428608
1982-12-03,14.763622,14.843750,14.663462,14.683494,5.058704,1318512
1982-12-06,15.084135,15.484776,14.683494,15.304487,5.272642,2497872
1982-12-07,15.564904,15.805288,15.324519,15.604968,5.376164,2498496
1982-12-08,15.705128,15.945513,15.464744,15.544872,5.355458,2572752
1982-12-09,15.484776,15.705128,15.264423,15.264423,5.258840,1891344
1982-12-10,15.224359,15.464744,14.983974,15.024038,5.176022,1778400
1982-12-13,15.064103,15.124199,15.004006,15.064103,5.189826,666432
1982-12-14,15.184295,15.464744,14.903846,14.963942,5.155319,2613936
1982-12-15,14.763622,14.903846,14.623397,14.643429,5.044896,2816112
1982-12-16,14.783654,14.863782,14.683494,14.743590,5.079403,1184352
1982-12-17,14.743590,14.883814,14.603365,14.843750,5.113911,1938144
1982-12-20,14.943910,15.024038,14.863782,14.883814,5.127716,1651728
1982-12-21,15.144231,15.424679,14.863782,15.384615,5.300247,1323504
1982-12-22,15.564904,15.765224,15.344551,15.625000,5.383063,1870752
1982-12-23,15.625000,15.765224,15.464744,15.685096,5.403769,1196832
1982-12-27,15.825321,16.025640,15.604968,15.905449,5.479683,1375296
1982-12-28,15.725160,15.925481,15.504808,15.544872,5.355458,828048
1982-12-29,15.625000,15.745192,15.504808,15.665064,5.396867,1068912
1982-12-30,15.404647,15.685096,15.104167,15.324519,5.279544,1113840
1982-12-31,15.284455,15.384615,15.184295,15.204327,5.238138,588432
1983-01-03,14.963942,15.224359,14.683494,14.703526,5.065605,1581216
1983-01-04,14.843750,15.064103,14.603365,15.004006,5.169122,1784640
1983-01-05,14.943910,15.064103,14.803686,14.903846,5.134615,1623024
1983-01-06,15.144231,15.424679,14.863782,15.284455,5.265741,2037360
1983-01-07,15.524840,15.805288,15.224359,15.484776,5.334756,2650752
1983-01-10,15.665064,15.905449,15.404647,15.885417,5.472783,2446704
1983-01-11,15.725160,15.925481,15.504808,15.685096,5.403769,1874496
1983-01-12,15.825321,16.025640,15.625000,15.625000,5.383063,2877264
1983-01-13,15.584936,15.785256,15.384615,15.504808,5.341654,1940016
1983-01-14,15.484776,15.645032,15.304487,15.424679,5.314049,1550640
1983-01-17,15.504808,15.584936,15.404647,15.464744,5.327856,1859520
1983-01-18,15.504808,15.584936,15.404647,15.464744,5.327856,2498496
1983-01-19,15.344551,15.504808,15.184295,15.324519,5.279544,1077024
1983-01-20,15.324519,15.444712,15.184295,15.224359,5.245038,879216
1983-01-21,15.144231,15.264423,15.024038,15.044071,5.182925,1407120
1983-01-24,14.663462,14.783654,14.543269,14.743590,5.079403,2502864
1983-01-25,14.903846,15.004006,14.803686,14.983974,5.162219,1767792
1983-01-26,14.923878,15.064103,14.783654,14.863782,5.120811,1426464
1983-01-27,14.983974,15.264423,14.703526,15.264423,5.258840,3131232
1983-01-28,15.945513,16.145832,15.725160,15.965545,5.500388,7727616
1983-01-31,16.306089,16.586538,16.005610,16.586538,5.714326,3808896
1983-02-01,16.386217,16.606571,16.145832,16.165865,5.569403,3401424
1983-02-02,16.105768,16.286058,15.905449,16.065704,5.534895,2699424
1983-02-03,16.085737,16.205929,15.965545,16.025640,5.521094,2112864
1983-02-04,16.045673,16.105768,15.965545,16.105768,5.548697,2040480
1983-02-07,16.366186,16.546474,16.165865,16.506411,5.686724,2188368
1983-02-08,16.386217,16.586538,16.165865,16.306089,5.617710,2177760
1983-02-09,16.306089,16.426283,16.185898,16.426283,5.659121,2588352
1983-02-10,16.566505,16.746796,16.386217,16.606571,5.721230,1667952
1983-02-11,16.566505,16.746796,16.366186,16.466347,5.672923,1307904
1983-02-14,16.546474,16.666668,16.426283,16.626602,5.728132,974064
1983-02-15,16.486378,16.626602,16.346153,16.346153,5.631514,1940640
1983-02-16,16.446314,16.566505,16.306089,16.306089,5.617710,1322880
1983-02-17,16.245995,16.386217,16.085737,16.306089,5.617710,1435824
1983-02-18,16.486378,16.806890,16.165865,16.626602,5.728132,1695408
1983-02-22,16.766827,16.947115,16.586538,16.646635,5.735031,2008032
1983-02-23,16.927082,17.147436,16.686699,17.147436,5.907566,2378064
1983-02-24,17.267628,17.447918,17.087339,17.427885,6.004188,2844816
1983-02-25,17.387821,17.467949,17.307692,17.407852,5.997282,2200848
1983-02-28,17.407852,17.548077,17.267628,17.387821,5.990387,1910064
1983-03-01,17.628204,17.828526,17.427885,17.788462,6.128411,4776720
1983-03-02,17.407852,17.548077,17.267628,17.307692,6.008790,3239808
1983-03-03,17.287661,17.427885,17.147436,17.147436,5.953153,2013024
1983-03-04,17.207533,17.427885,16.987179,17.407852,6.043564,1910064
1983-03-07,17.267628,17.427885,17.107372,17.307692,6.008790,1372176
1983-03-08,16.927082,17.187500,16.666668,16.706732,5.800153,1656720
1983-03-09,16.786860,16.967148,16.606571,16.927082,5.876655,1815216
1983-03-10,16.626602,16.967148,16.266026,16.506411,5.730607,1560000
1983-03-11,16.406250,16.526442,16.266026,16.426283,5.702791,1244880
1983-03-14,16.506411,16.626602,16.366186,16.546474,5.744516,1402752
1983-03-15,16.486378,16.586538,16.386217,16.566505,5.751472,1507584
1983-03-16,16.546474,16.726763,16.366186,16.366186,5.681928,1510080
1983-03-17,16.386217,16.446314,16.306089,16.406250,5.695834,778752
1983-03-18,16.386217,16.506411,16.266026,16.326122,5.668015,1284816
1983-03-21,16.446314,16.626602,16.266026,16.506411,5.730607,1783392
1983-03-22,16.546474,16.666668,16.506411,16.506411,5.730607,2242032
1983-03-23,16.546474,17.107372,16.546474,16.967148,5.890563,2753088
1983-03-24,16.987179,17.047276,16.826923,16.907051,5.869700,1287936
1983-03-25,16.907051,17.007212,16.666668,16.826923,5.841883,1482000
1983-03-28,16.826923,16.887018,16.626602,16.686699,5.793198,799968
1983-03-29,16.646635,16.866987,16.646635,16.786860,5.827972,1100112
1983-03-30,16.786860,17.127403,16.786860,17.067308,5.925338,1170624
1983-03-31,17.147436,17.227564,16.826923,16.826923,5.841883,1324128
1983-04-04,16.826923,16.846954,16.586538,16.686699,5.793198,1440192
1983-04-05,16.706732,16.786860,16.606571,16.706732,5.800153,1275456
1983-04-06,16.666668,16.706732,16.466347,16.546474,5.744516,1334112
1983-04-07,16.666668,16.726763,16.546474,16.606571,5.765379,1445184
1983-04-08,16.606571,16.907051,16.526442,16.907051,5.869700,997776
1983-04-11,16.987179,17.347755,16.947115,17.347755,6.022703,1642992
1983-04-12,17.287661,17.307692,17.127403,17.227564,5.980973,1530048
1983-04-13,17.307692,17.447918,17.207533,17.307692,6.008790,1434576
1983-04-14,17.407852,17.427885,17.227564,17.427885,6.050519,1636752
1983-04-15,17.447918,17.467949,17.347755,17.427885,6.050519,1329120
1983-04-18,17.427885,17.788462,17.427885,17.788462,6.175703,2359968
1983-04-19,17.788462,17.868589,17.548077,17.788462,6.175703,1437696
1983-04-20,17.788462,18.068911,17.788462,17.948717,6.231336,1316640
1983-04-21,17.948717,18.028847,17.708332,17.768429,6.168748,1646736
1983-04-22,17.748398,17.828526,17.467949,17.487982,6.071386,1005888
1983-04-25,17.447918,17.588140,17.307692,17.307692,6.008790,1379664
1983-04-26,17.487982,17.748398,17.207533,17.748398,6.161794,1671696
1983-04-27,17.668268,17.888622,17.447918,17.487982,6.071386,2031744
1983-04-28,17.608173,17.708332,17.487982,17.708332,6.147881,1515072
1983-04-29,17.828526,17.968750,17.688301,17.928686,6.224386,1404624
1983-05-02,17.728365,17.968750,17.467949,17.467949,6.064429,1729104
1983-05-03,17.467949,17.628204,17.367788,17.628204,6.120064,1982448
1983-05-04,17.748398,17.848558,17.648237,17.708332,6.147881,2778672
1983-05-05,17.708332,17.768429,17.648237,17.728365,6.154838,1226784
1983-05-06,17.768429,18.048878,17.648237,17.868589,6.203522,3061344
1983-05-09,17.768429,17.908653,17.728365,17.748398,6.161794,1539408
1983-05-10,17.708332,17.868589,17.688301,17.788462,6.175703,920400
1983-05-11,17.708332,17.768429,17.427885,17.508013,6.078336,1487616
1983-05-12,17.508013,17.568110,17.307692,17.427885,6.050519,1124448
1983-05-13,17.467949,17.768429,17.467949,17.608173,6.113110,1274208
1983-05-16,17.427885,17.548077,17.407852,17.548077,6.092247,1427088
1983-05-17,17.387821,17.508013,17.247597,17.307692,6.008790,2181504
1983-05-18,17.327724,17.407852,17.007212,17.027245,5.911430,1873248
1983-05-19,16.987179,16.987179,16.786860,16.887018,5.862746,2555280
1983-05-20,16.907051,17.027245,16.706732,16.826923,5.841883,2140944
1983-05-23,16.606571,16.967148,16.606571,16.947115,5.883611,2515968
1983-05-24,17.107372,17.147436,16.866987,16.987179,5.897519,2729376
1983-05-25,17.067308,17.087339,16.866987,17.007212,5.904472,2097264
1983-05-26,17.007212,17.027245,16.866987,16.947115,5.883611,1380288
1983-05-27,16.907051,16.967148,16.626602,16.686699,5.793198,1809600
1983-05-31,16.606571,16.826923,16.546474,16.566505,5.751472,1406496
1983-06-01,16.606571,16.846954,16.606571,16.826923,5.841883,1426464
1983-06-02,16.907051,17.307692,16.826923,17.307692,6.008790,2827968
1983-06-03,17.307692,17.868589,17.267628,17.548077,6.092247,1730976
1983-06-06,17.628204,17.748398,17.467949,17.628204,6.120064,1161888
1983-06-07,17.668268,18.028847,17.548077,17.748398,6.161794,1542840
1983-06-08,17.748398,17.988783,17.588140,17.828526,6.189613,2154984
1983-06-09,17.748398,17.788462,17.467949,17.548077,6.144717,2151240
1983-06-10,17.708332,17.708332,17.307692,17.347755,6.074574,1348464
1983-06-13,17.427885,17.588140,17.387821,17.427885,6.102634,1181544
1983-06-14,17.588140,17.788462,17.548077,17.668268,6.186807,1474824
1983-06-15,17.748398,18.269232,17.668268,18.269232,6.397242,2021448
1983-06-16,18.429487,18.509615,18.309296,18.429487,6.453357,3792048
1983-06-17,18.389423,18.429487,18.068911,18.189102,6.369187,2517528
1983-06-20,18.229168,18.309296,17.988783,18.108974,6.341124,1359696
1983-06-21,18.229168,18.469551,18.108974,18.429487,6.453357,1694784
1983-06-22,18.309296,18.469551,18.149038,18.269232,6.397242,2088528
1983-06-23,18.229168,18.229168,17.988783,18.068911,6.327096,1285440
1983-06-24,18.068911,18.108974,17.708332,17.788462,6.228894,1067976
1983-06-27,17.788462,17.788462,17.187500,17.187500,6.018458,1521936
1983-06-28,17.187500,17.307692,16.826923,16.826923,5.892198,2419248
1983-06-29,16.746796,17.307692,16.746796,17.227564,6.032487,2516904
1983-06-30,17.708332,17.748398,17.347755,17.628204,6.172775,1740024
1983-07-01,17.628204,17.628204,17.307692,17.467949,6.116663,1277328
1983-07-05,17.387821,17.387821,17.107372,17.187500,6.018458,843024
1983-07-06,17.347755,17.387821,16.947115,17.147436,6.004428,931320
1983-07-07,17.187500,17.307692,16.947115,16.987179,5.948313,1102296
1983-07-08,16.987179,17.067308,16.907051,17.067308,5.976371,713544
1983-07-11,17.147436,17.427885,17.107372,17.187500,6.018458,771264
1983-07-12,17.147436,17.147436,16.666668,16.826923,5.892198,1832688
1983-07-13,16.826923,16.947115,16.706732,16.866987,5.906225,1270152
1983-07-14,16.866987,17.107372,16.386217,16.626602,5.822049,1908504
1983-07-15,16.546474,16.626602,16.185898,16.225962,5.681760,1653288
1983-07-18,16.225962,16.225962,15.865385,16.065704,5.625648,2927184
1983-07-19,16.426283,16.466347,16.105768,16.266026,5.695787,2045472
1983-07-20,16.586538,17.067308,16.506411,17.067308,5.976371,2318472
1983-07-21,17.067308,17.387821,16.947115,17.227564,6.032487,1706328
1983-07-22,17.127403,17.267628,16.987179,17.147436,6.004428,732576
1983-07-25,17.067308,17.548077,16.907051,17.347755,6.074574,1435512
1983-07-26,17.347755,17.427885,17.227564,17.267628,6.046516,1716312
1983-07-27,17.548077,17.548077,16.706732,16.866987,5.906225,2566824
1983-07-28,16.826923,16.866987,16.306089,16.346153,5.723849,1706640
1983-07-29,16.185898,16.386217,15.705128,15.985577,5.597588,2623296
1983-08-01,15.785256,16.065704,15.705128,15.705128,5.499381,2212704
1983-08-02,15.745192,15.905449,15.705128,15.705128,5.499381,1708824
1983-08-03,15.705128,15.905449,15.584936,15.905449,5.569529,1931904
1983-08-04,15.945513,15.945513,14.743590,15.464744,5.415213,5531448
1983-08-05,15.504808,15.705128,15.424679,15.464744,5.415213,1350336
1983-08-08,15.304487,15.344551,15.144231,15.184295,5.317008,1389336
1983-08-09,15.304487,15.625000,15.104167,15.464744,5.415213,2882880
1983-08-10,15.584936,15.945513,15.464744,15.865385,5.555500,1781520
1983-08-11,15.905449,15.985577,15.745192,15.785256,5.527442,1517880
1983-08-12,15.865385,15.905449,15.625000,15.745192,5.513415,898872
1983-08-15,15.945513,16.105768,15.865385,15.945513,5.583557,3253224
1983-08-16,15.865385,15.905449,15.344551,15.625000,5.471325,1657032
1983-08-17,15.584936,15.625000,15.304487,15.344551,5.373121,2011464
1983-08-18,15.184295,15.384615,15.104167,15.184295,5.317008,2754648
1983-08-19,15.184295,15.344551,15.104167,15.264423,5.345063,1806168
1983-08-22,15.464744,15.504808,15.224359,15.304487,5.359092,1908816
1983-08-23,15.264423,15.384615,15.224359,15.264423,5.345063,1662648
1983-08-24,15.264423,15.464744,15.064103,15.144231,5.302977,2501928
1983-08-25,15.224359,15.224359,14.983974,15.144231,5.302977,1645800
1983-08-26,15.184295,15.464744,15.024038,15.464744,5.415213,1495416
1983-08-29,15.304487,15.745192,15.304487,15.665064,5.485354,1092312
1983-08-30,15.785256,15.945513,15.745192,15.825321,5.541470,2093520
1983-08-31,15.825321,16.426283,15.785256,16.386217,5.737876,2387736
1983-09-01,16.346153,16.346153,15.985577,16.105768,5.639677,1564056
1983-09-02,16.065704,16.266026,16.025640,16.266026,5.695787,675480
1983-09-06,16.586538,16.586538,16.346153,16.586538,5.808022,1632072
1983-09-07,16.546474,16.666668,16.386217,16.466347,5.765937,2151864
1983-09-08,16.426283,16.546474,16.386217,16.466347,5.765937,1107600
1983-09-09,16.426283,16.506411,16.225962,16.426283,5.751908,1100736
1983-09-12,16.666668,16.706732,15.905449,15.985577,5.597588,2420184
1983-09-13,16.025640,16.145832,15.865385,15.865385,5.555500,1314456
1983-09-14,15.945513,16.065704,15.865385,16.025640,5.611618,1054872
1983-09-15,16.025640,16.025640,15.865385,15.905449,5.569529,1134744
1983-09-16,15.905449,16.185898,15.705128,16.025640,5.611618,1829256
1983-09-19,16.105768,16.346153,16.065704,16.105768,5.639677,1279824
1983-09-20,16.306089,16.386217,16.065704,16.225962,5.681760,1730040
1983-09-21,16.266026,16.346153,15.985577,16.065704,5.625648,1474200
1983-09-22,16.065704,16.586538,16.065704,16.586538,5.808022,1578408
1983-09-23,16.826923,16.826923,16.466347,16.706732,5.850109,2867280
1983-09-26,16.907051,17.107372,16.746796,16.947115,5.934286,1807416
1983-09-27,16.746796,16.786860,16.586538,16.786860,5.931452,1549392
1983-09-28,16.746796,16.786860,16.586538,16.746796,5.917299,732576
1983-09-29,16.746796,16.866987,16.706732,16.786860,5.931452,893568
1983-09-30,16.706732,16.907051,16.586538,16.907051,5.973920,1015872
1983-10-03,16.826923,17.267628,16.746796,17.267628,6.101326,1317576
1983-10-04,17.307692,17.628204,17.307692,17.427885,6.157953,2259816
1983-10-05,17.427885,17.748398,17.427885,17.748398,6.271200,2003664
1983-10-06,17.708332,17.748398,17.588140,17.708332,6.257044,2785224
1983-10-07,17.868589,17.988783,17.748398,17.948717,6.341980,2632344
1983-10-10,17.908653,17.948717,17.668268,17.908653,6.327828,1179672
1983-10-11,17.708332,17.828526,17.147436,17.307692,6.115482,1822704
1983-10-12,17.187500,17.347755,16.907051,17.067308,6.030546,1611168
1983-10-13,17.147436,17.187500,16.746796,17.147436,6.058857,1165320
1983-10-14,17.067308,17.147436,16.826923,17.027245,6.016392,1426776
1983-10-17,17.147436,17.467949,17.027245,17.227564,6.087169,1547832
1983-10-18,17.147436,17.347755,16.907051,16.987179,6.002233,1173744
1983-10-19,16.826923,17.187500,16.746796,17.107372,6.044702,1232088
1983-10-20,17.147436,17.187500,16.987179,17.147436,6.058857,988728
1983-10-21,17.187500,17.187500,16.746796,16.866987,5.959761,1393080
1983-10-24,16.346153,16.666668,16.306089,16.466347,5.818202,2104128
1983-10-25,16.666668,16.786860,16.586538,16.666668,5.888984,2556840
1983-10-26,16.746796,16.786860,16.626602,16.666668,5.888984,895752
1983-10-27,16.666668,16.947115,16.626602,16.907051,5.973920,1062984
1983-10-28,16.907051,16.987179,16.586538,16.666668,5.888984,902928
1983-10-31,16.746796,16.786860,16.546474,16.586538,5.860667,1475760
1983-11-01,16.626602,16.626602,16.346153,16.506411,5.832359,994344
1983-11-02,16.546474,16.826923,16.426283,16.786860,5.931452,1275768
1983-11-03,16.706732,16.746796,16.546474,16.626602,5.874829,1185288
1983-11-04,16.626602,16.666668,16.426283,16.626602,5.874829,963144
1983-11-07,16.466347,16.626602,16.386217,16.586538,5.860667,1485744
1983-11-08,16.626602,16.987179,16.506411,16.947115,5.988081,1073592
1983-11-09,16.947115,17.427885,16.907051,17.387821,6.143798,1323816
1983-11-10,17.467949,17.668268,17.387821,17.548077,6.200422,1861080
1983-11-11,17.467949,17.788462,17.467949,17.628204,6.228734,2141880
1983-11-14,17.708332,18.108974,17.708332,17.948717,6.341980,3154944
1983-11-15,17.868589,17.948717,17.668268,17.788462,6.285358,1966848
1983-11-16,17.748398,17.948717,17.427885,17.668268,6.242892,1410240
1983-11-17,17.748398,17.788462,17.387821,17.628204,6.228734,1121640
1983-11-18,17.628204,17.788462,17.508013,17.788462,6.285358,1385904
1983-11-21,17.788462,18.149038,17.628204,18.068911,6.384453,1828632
1983-11-22,18.108974,18.108974,17.908653,17.948717,6.341980,1965912
1983-11-23,18.028847,18.229168,17.748398,18.189102,6.426922,1615848
1983-11-25,18.189102,18.229168,17.988783,18.108974,6.398607,861120
1983-11-28,18.108974,18.189102,17.948717,18.149038,6.412765,748488
1983-11-29,18.189102,18.629808,18.068911,18.589745,6.568484,2911896
1983-11-30,18.509615,18.549679,18.269232,18.309296,6.525644,2738736
1983-12-01,18.189102,18.469551,18.149038,18.389423,6.554205,1457664
1983-12-02,18.269232,18.389423,18.189102,18.269232,6.511364,1246128
1983-12-05,18.309296,18.469551,18.189102,18.389423,6.554205,1090128
1983-12-06,18.469551,18.709936,18.429487,18.509615,6.597039,2450448
1983-12-07,18.509615,18.870192,18.509615,18.709936,6.668439,1541592
1983-12-08,18.509615,18.750000,18.509615,18.509615,6.597039,1618032
1983-12-09,18.469551,18.549679,18.429487,18.429487,6.568481,1384656
1983-12-12,18.349360,18.549679,18.349360,18.549679,6.611320,707616
1983-12-13,18.509615,18.629808,18.429487,18.509615,6.597039,1353144
1983-12-14,18.429487,18.429487,18.068911,18.108974,6.454248,1512888
1983-12-15,18.108974,18.149038,17.628204,17.668268,6.297172,1935648
1983-12-16,17.828526,17.868589,17.668268,17.668268,6.297172,2098200
1983-12-19,17.868589,18.028847,17.868589,17.908653,6.382850,1534104
1983-12-20,17.948717,18.149038,17.908653,18.068911,6.439971,1622088
1983-12-21,18.269232,18.469551,18.229168,18.469551,6.582761,1485432
1983-12-22,18.589745,18.790064,18.549679,18.750000,6.682718,1691040
1983-12-23,18.629808,18.709936,18.589745,18.669872,6.654159,763776
1983-12-27,18.509615,18.870192,18.509615,18.709936,6.668439,855192
1983-12-28,18.750000,18.830128,18.589745,18.669872,6.654159,817440
1983-12-29,18.830128,18.830128,18.669872,18.709936,6.668439,886704
1983-12-30,18.790064,18.830128,18.709936,18.790064,6.696994,773136
1984-01-03,18.709936,18.709936,18.429487,18.469551,6.582761,1168752
1984-01-04,18.429487,18.750000,18.389423,18.589745,6.625603,1713504
1984-01-05,18.870192,18.910255,18.469551,18.709936,6.668439,2234856
1984-01-06,18.750000,18.790064,18.469551,18.589745,6.625603,1501656
1984-01-09,18.509615,18.629808,18.429487,18.549679,6.611320,1424904
1984-01-10,18.549679,18.709936,18.349360,18.429487,6.568481,1597752
1984-01-11,18.349360,18.629808,18.309296,18.549679,6.611320,1374048
1984-01-12,18.629808,18.669872,18.429487,18.469551,6.582761,897000
1984-01-13,18.589745,18.669872,18.189102,18.309296,6.525644,1690728
1984-01-16,18.389423,18.429487,18.189102,18.309296,6.525644,1037400
1984-01-17,18.349360,18.429487,18.269232,18.429487,6.568481,1004328
1984-01-18,18.429487,18.429487,18.189102,18.189102,6.482809,1283256
1984-01-19,18.229168,18.269232,18.108974,18.229168,6.497088,846456
1984-01-20,18.269232,18.269232,17.868589,17.948717,6.397129,1354080
1984-01-23,17.828526,17.988783,17.748398,17.948717,6.397129,1187160
1984-01-24,17.868589,17.908653,17.668268,17.668268,6.297172,1443936
1984-01-25,17.748398,17.868589,17.307692,17.307692,6.168658,2226744
1984-01-26,17.588140,17.588140,17.267628,17.347755,6.182942,1911312
1984-01-27,17.387821,17.427885,17.107372,17.227564,6.140101,1814904
1984-01-30,17.347755,17.347755,17.067308,17.227564,6.140101,1611792
1984-01-31,17.227564,17.548077,17.187500,17.427885,6.211498,1725360
1984-02-01,17.427885,17.668268,17.347755,17.628204,6.282895,1759680
1984-02-02,17.708332,17.788462,17.508013,17.788462,6.340015,1840800
1984-02-03,17.868589,17.948717,17.427885,17.467949,6.225781,1843920
1984-02-06,17.067308,17.187500,16.866987,16.947115,6.040147,2715336
1984-02-07,17.107372,17.347755,16.866987,17.267628,6.154382,2185248
1984-02-08,17.307692,17.508013,17.067308,17.107372,6.097264,2318160
1984-02-09,17.027245,17.187500,16.866987,16.987179,6.054427,3434184
1984-02-10,17.067308,17.267628,17.027245,17.147436,6.111542,1804296
1984-02-13,17.227564,17.227564,16.546474,16.786860,5.983028,1584960
1984-02-14,16.987179,17.147436,16.826923,17.067308,6.082987,2514720
1984-02-15,17.147436,17.307692,17.027245,17.107372,6.097264,2065752
1984-02-16,17.107372,17.267628,17.027245,17.067308,6.082987,1135680
1984-02-17,16.987179,17.187500,16.907051,16.907051,6.025867,1198392
1984-02-21,16.786860,16.947115,16.626602,16.626602,5.925911,1402440
1984-02-22,16.666668,16.987179,16.626602,16.666668,5.940193,2838264
1984-02-23,16.546474,16.746796,16.346153,16.666668,5.940193,2602704
1984-02-24,16.786860,17.307692,16.786860,17.227564,6.140101,3193320
1984-02-27,17.187500,17.307692,16.987179,16.987179,6.054427,1997736
1984-02-28,16.987179,16.987179,16.586538,16.706732,5.954473,1808352
1984-02-29,16.666668,16.786860,16.506411,16.666668,5.940193,2136888
1984-03-01,16.466347,16.626602,16.346153,16.626602,5.983446,1223352
1984-03-02,16.907051,16.907051,16.626602,16.746796,6.026701,1584336
1984-03-05,16.706732,16.907051,16.546474,16.586538,5.969028,702624
